401,0.07,0.125,Burruss,4
402,0.11,0.125,Burruss,4
403,0.14,0.125,Burruss,4
404,0.17,0.125,Burruss,4
405,0.22,0.125,Burruss,4
406,0.265,0.125,Burruss,4
407,0.305,0.125,Burruss,4
408,0.339,0.125,Burruss,4
409,0.375,0.125,Burruss,4
410,0.409,0.125,Burruss,4
411,0.445,0.125,Burruss,4
412,0.487,0.125,Burruss,4
413,0.582,0.146,Burruss,4
414,0.52,0.125,Burruss,4
415,0.474,0.146,Burruss,4
416,0.622,0.125,Burruss,4
417,0.66,0.125,Burruss,4
418,0.698,0.125,Burruss,4
419,0.733,0.125,Burruss,4
420,0.777,0.125,Burruss,4
421,0.823,0.125,Burruss,4
422,0.856,0.125,Burruss,4
423,0.891,0.125,Burruss,4
424,0.927,0.125,Burruss,4
426,0.07,0.21,Burruss,4
427,0.11,0.21,Burruss,4
428,0.14,0.21,Burruss,4
429,0.17,0.21,Burruss,4
430,0.229,0.21,Burruss,4
432,0.305,0.21,Burruss,4
433,0.339,0.21,Burruss,4
434,0.375,0.21,Burruss,4
435,0.409,0.21,Burruss,4
436,0.445,0.21,Burruss,4
437A,0.482,0.21,Burruss,4
437C,0.516,0.21,Burruss,4
438,0.554,0.21,Burruss,4
439,0.59,0.21,Burruss,4
440,0.622,0.21,Burruss,4
441,0.66,0.21,Burruss,4
442,0.698,0.21,Burruss,4
444,0.777,0.21,Burruss,4
445,0.823,0.21,Burruss,4
446,0.856,0.21,Burruss,4
447,0.891,0.21,Burruss,4
448,0.927,0.21,Burruss,4
451,0.304,0.41,Burruss,4
452,0.334,0.41,Burruss,4
453,0.372,0.41,Burruss,4
454,0.41,0.41,Burruss,4
455,0.447,0.41,Burruss,4
456,0.552,0.41,Burruss,4
457,0.587,0.41,Burruss,4
458,0.625,0.41,Burruss,4
459,0.66,0.41,Burruss,4
460,0.69,0.41,Burruss,4
465,0.339,0.5,Burruss,4
466,0.443,0.5,Burruss,4
467,0.552,0.5,Burruss,4
468,0.658,0.5,Burruss,4
478,0.265,0.65,Burruss,4
487,0.35,0.75,Burruss,4
488,0.391,0.75,Burruss,4
489,0.448,0.75,Burruss,4
490,0.487,0.75,Burruss,4
491,0.518,0.75,Burruss,4
492,0.554,0.75,Burruss,4
493,0.587,0.75,Burruss,4
494,0.622,0.75,Burruss,4
495,0.661,0.75,Burruss,4
496,0.714,0.73,Burruss,4
477,0.712,0.65,Burruss,4
480,0.415,0.664,Burruss,4
483,0.517,0.664,Burruss,4
484,0.603,0.664,Burruss,4
475,0.49,0.597,Burruss,4
475A,0.628,0.597,Burruss,4
472,0.8,0.464,Burruss,4
474,0.8,0.52,Burruss,4
463,0.229,0.54,Burruss,4
461,0.184,0.526,Burruss,4
482,0.1865,0.453,Burruss,4
301,0.065,0.125,Burruss,3
302,0.106,0.125,Burruss,3
303,0.14,0.125,Burruss,3
304,0.173,0.125,Burruss,3
305,0.218,0.1042,Burruss,3
306,0.266,0.125,Burruss,3
307,0.301,0.125,Burruss,3
308,0.338,0.125,Burruss,3
309,0.373,0.125,Burruss,3
310,0.413,0.125,Burruss,3
311,0.446,0.125,Burruss,3
312,0.483,0.108,Burruss,3
313,0.476,0.147,Burruss,3
314,0.578,0.133,Burruss,3
315,0.521,0.125,Burruss,3
316,0.598,0.133,Burruss,3
317,0.622,0.125,Burruss,3
318,0.655,0.125,Burruss,3
319,0.693,0.125,Burruss,3
320,0.731,0.125,Burruss,3
321,0.778,0.106,Burruss,3
322,0.823,0.125,Burruss,3
323,0.858,0.125,Burruss,3
324,0.892,0.125,Burruss,3
325,0.929,0.125,Burruss,3
327,0.065,0.21,Burruss,3
328,0.106,0.21,Burruss,3
329,0.14,0.21,Burruss,3
330,0.173,0.21,Burruss,3
331,0.202,0.222,Burruss,3
332,0.228,0.212,Burruss,3
334,0.301,0.21,Burruss,3
335,0.338,0.21,Burruss,3
336,0.373,0.21,Burruss,3
337,0.413,0.21,Burruss,3
338,0.447,0.21,Burruss,3
339A,0.482,0.21,Burruss,3
339C,0.517,0.21,Burruss,3
340,0.552,0.21,Burruss,3
341,0.59,0.21,Burruss,3
342,0.622,0.21,Burruss,3
343,0.655,0.21,Burruss,3
344,0.693,0.21,Burruss,3
346,0.77,0.21,Burruss,3
347,0.797,0.222,Burruss,3
348,0.823,0.21,Burruss,3
349,0.858,0.21,Burruss,3
350,0.892,0.21,Burruss,3
351,0.929,0.21,Burruss,3
354,0.302,0.408,Burruss,3
355,0.335,0.408,Burruss,3
356,0.376,0.408,Burruss,3
357,0.408,0.408,Burruss,3
358,0.446,0.408,Burruss,3
359,0.551,0.408,Burruss,3
360,0.586,0.408,Burruss,3
361,0.626,0.408,Burruss,3
362,0.661,0.408,Burruss,3
363,0.696,0.408,Burruss,3
364,0.163,0.454,Burruss,3
365,0.16,0.527,Burruss,3
366,0.225,0.543,Burruss,3
368,0.326,0.495,Burruss,3
369,0.403,0.495,Burruss,3
370,0.5,0.495,Burruss,3
371,0.595,0.495,Burruss,3
372,0.672,0.495,Burruss,3
375,0.762,0.458,Burruss,3
376,0.797,0.468,Burruss,3
377,0.761,0.52,Burruss,3
378,0.806,0.527,Burruss,3
380,0.287,0.693,Burruss,3
381,0.382,0.693,Burruss,3
382A,0.468,0.693,Burruss,3
382,0.533,0.693,Burruss,3
383,0.612,0.693,Burruss,3
384,0.707,0.693,Burruss,3
201,0.084,0.125,Burruss,2
202,0.12,0.125,Burruss,2
203,0.15,0.125,Burruss,2
204,0.17,0.125,Burruss,2
205,0.23,0.125,Burruss,2
206,0.27,0.125,Burruss,2
207,0.306,0.125,Burruss,2
208,0.349,0.125,Burruss,2
209,0.378,0.125,Burruss,2
210,0.409,0.125,Burruss,2
211,0.448,0.125,Burruss,2
212,0.487,0.125,Burruss,2
213,0.522,0.125,Burruss,2
214,0.578,0.125,Burruss,2
215,0.58,0.125,Burruss,2
216,0.596,0.125,Burruss,2
217,0.656,0.125,Burruss,2
218,0.656,0.125,Burruss,2
219,0.69,0.125,Burruss,2
220,0.726,0.125,Burruss,2
221,0.766,0.125,Burruss,2
222,0.813,0.125,Burruss,2
223,0.847,0.125,Burruss,2
